country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
F,2350,2000,2,22,,,"collection of signatures campaign, petition",petitions,Environment,environment,für Tierschutz,999.9980000000001,999.99799,international,0,"2 millions des personnes de l'Union européenne ont signé une pétition pour demander le respect par Paris de la directive européenne sur la chasse aux oiseaux migrateurs; sxh: 1,2 mio Franzosen",old data set (CH 90-99),
F,1198,1995,2,14,,,"collection of signatures campaign, petition",petitions,Regionalist mobilization,others,Gegenmobilisierung (regionale Mobilisierung),1,1,national,0,"Pétition (1000 signatures) contre ""la loi des armes, l'Etat de non-droit"" pour réclamer ""une société libre et démocratique",old data set (CH 90-99),
F,2285,1999,11,16,,,"collection of signatures campaign, petition",petitions,Peace,cultural liberalism,gegen Krieg in Land/Region X,,4.3000002,international,1,Pétition chrétienne dénonce le silence international sur les problèmes du Congo-Brazzaville,old data set (CH 90-99),
F,3099,2004,4,20,,,"collection of signatures campaign, petition",petitions,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",.286,.28600001,national,1,"Pétition des chefs de service dans les hôpitaux (286 signatures) à l'appel du Comité national de défense de l'hôpital ""pour qu'on ne détruise pas le système de santé française""",old data set (CH 90-99),
F,1825,1997,10,14,,Monday,"collection of signatures campaign, petition",petitions,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),1,1,national,1,Pétition (1000 signatures) contre la libération de Maurice Papon,old data set (CH 90-99),
F,1923,1998,3,3,,,"collection of signatures campaign, petition",petitions,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",,4.3000002,national,0,Mouvement des chômeurs: Danielle Mitterrand signe la pétition des chômeurs qui campent au centre de Clermont-Ferrand; la pétition révendique la gratuité des transports en commun pour les chômeurs,old data set (CH 90-99),
F,2624,2001,10,23,,,"collection of signatures campaign, petition",petitions,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),1.1,1.1,local,0,Pétition (1100 signatures) revendique la débaptisation du carrefour Général-Raoul-Salan; Salan était le chef de l'armée secrète pendant la guerre d'Algérie,old data set (CH 90-99),
F,2856,2002,11,5,,,"collection of signatures campaign, petition",petitions,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),.08,.079999998,national,0,80 détenus de la maison d'arrêt de Clairvaux signent une pétition pour demander la même justice pour tous les détenu vieux ou malades,old data set (CH 90-99),
F,3034,2003,10,21,,,"collection of signatures campaign, petition",petitions,Other right,economic (others),"Finanz- und Steuerprobleme, Wirtschaftsprobleme allgm.",999.9980000000001,999.99799,national,0,"Pétition contre l'augmentation de taxes sur le tabac (4,4 millions de signatures)",old data set (CH 90-99),
F,2209,1999,5,18,,,"collection of signatures campaign, petition",petitions,Regionalist mobilization,others,Regionale Mobilisierung: für Zusammenlegung von Gefangenen,20,20,national,1,Pétition (20000 signatures) pour demander le rapprochement des prisonniers basques,old data set (CH 90-99),
F,1677,1997,2,18,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),5,5,national,0,"Dans le contexte du projet Debré sur l'immigration: Pétition (ca. 5000 signatures) ""Appel à désobéir""",old data set (CH 90-99),
F,3141,2004,7,13,,,"collection of signatures campaign, petition",petitions,Other right,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",20,20,national,0,"Pétition (20000 signatures) pour réclamer une meilleure ""exécution des peines criminelles""",old data set (CH 90-99),
F,2401,2000,6,13,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),,4.3000002,national,1,L'évêque de Nancy et de Toul apelle à signer une pétition pour la régularisation des 60'000 sans-papiers en France,old data set (CH 90-99),
F,3055,2004,1,13,,,"collection of signatures campaign, petition",petitions,Education,cultural (others),Wissenschaft und Forschung,4.6,4.5999999,national,0,"Pétition électronique nommée ""Sauvons la recherche!"" (4600 signatures de chercheurs); les pétitionnaires demandent que les sommes pour les recherches (pour l'année 2002) soient immédiadement versées; les unités d'équipes menancent de démissionn",old data set (CH 90-99),
F,2506,2001,1,30,,,"collection of signatures campaign, petition",petitions,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),12,12,national,1,"Pétition de ""l'Appel des Douze"" contre la torture pendant la guerre d'Algérie recueille 12'000 signatures",old data set (CH 90-99),
F,1761,1997,5,27,,,"collection of signatures campaign, petition",petitions,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",2,2,national,0,"Deux milles personnes demandent dans une pétition la libération d'un sociologue italien, incarcéré depuis février à Marseille; la justice italienne l'accuse d'appartenir à une organisation révolutionnaire et d'avoir participé à un attentat à Ro",old data set (CH 90-99),
F,2399,2000,6,6,,,"collection of signatures campaign, petition",petitions,Environment,environment,"gegen Gentechnologie, moralische Fragen von links",,4.3000002,national,0,Pétition contre la brevetabilité des nouvelles découvertes sur le génome humain appuyée par l'Eglise réformée,old data set (CH 90-99),
F,2366,2000,3,28,,,"collection of signatures campaign, petition",petitions,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",,4.3000002,national,1,Manifestation pour le restauration de la gynécologie médicale à Paris,old data set (CH 90-99),
F,2022,1998,9,8,,,"collection of signatures campaign, petition",petitions,Countermobilization NSM,cultural liberalism,Gegenmobilisierung (Homobewegung),14.213,14.213,national,0,Pétition (14213 signatures) contre le PACS,old data set (CH 90-99),
F,1819,1997,10,14,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),,4.3000002,national,0,Pétition des intellectuels hostiles au projet Chevènement et favorables à une opération générale de régularisation,old data set (CH 90-99),
F,1708,1997,3,4,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,15,15,national,1,Pétition (15000 signatures) contre le Front national,old data set (CH 90-99),
F,2275,1999,10,26,,,"collection of signatures campaign, petition",petitions,Education,cultural (others),"Universitäten, Studentenbewegung",,4.3000002,national,0,"Pétition électronique réclamant ""le retrait immédiat des réformes"" de Claude Allègre, lancée par le mouvement étudiant contre Allègre",old data set (CH 90-99),
F,1479,1996,6,11,,,"collection of signatures campaign, petition",petitions,Regionalist mobilization,others,Gegenmobilisierung (regionale Mobilisierung),5,5,national,1,"Pétition (5000 signatures) pour exiger ""l'application de la loi pour tous dans tous les domaines, l'autodissolution des bandes armées, l'exercice serein de la justice, la transparence dans les choix politiquese et la gestion des affaires publiq",old data set (CH 90-99),
F,2010,1998,6,23,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.4,.40000001,national,0,Chercheurs et universitaires lancent un appel pour une rupture avec les régions où l'exécutif est fondé sur une alliance avec le FN,old data set (CH 90-99),
F,3091,2004,3,16,,,"collection of signatures campaign, petition",petitions,Education,cultural (others),Wissenschaft und Forschung,205,205,national,1,Pétition des citoyens solidaires avec les chercheurs collecte 205000 signatures,old data set (CH 90-99),
F,3286,2005,9,27,,,"collection of signatures campaign, petition",petitions,Anti-Nuclear Energy,environment,gegen Atomenergie,44,44,national,1,Pétition (44000 signatures) contre le stockage souterrain des déchets radioactifs à l'étude sur la commune Bure,old data set (CH 90-99),
F,3263,2005,6,28,,,"collection of signatures campaign, petition",petitions,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",5,5,local,0,"Pétition (milliers de signataires) contre la démolation de quatre bâtiments de l'ancienne manufacture impériale d'armes de Saint-Etienne, construites sous le Second Empire, contre l'édification d'une cité de design",old data set (CH 90-99),
F,2435,2000,10,10,,,"collection of signatures campaign, petition",petitions,Solidarity external,cultural liberalism,anderes (Solidaritätsbewegung),10,10,national,0,"Une pétition signée par 10'000 personnes pour réclamer le retour en France d'une lycéenne d'origine sénégalaise, mariée sontre con volonté",old data set (CH 90-99),
F,2615,2001,10,16,,,"collection of signatures campaign, petition",petitions,Others,others,anderes (Gesundheitswesen),999.9980000000001,999.99799,national,0,Pétitions avec 2 millions de signatures pour la création d'un diplôme autonome pour la gynécologie médicale,old data set (CH 90-99),
F,2694,2002,2,19,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,national,0,Pétition (1000 signatures) contre l'anti-sémitisme en France,old data set (CH 90-99),
F,2945,2003,5,27,,,"collection of signatures campaign, petition",petitions,Other right,cultural (others),anderes (nationale Politik: Mobilisierung von rechts),150,150,national,1,UMP collecte 150000 signatures en faveur de la réforme des retraites,old data set (CH 90-99),
F,3295,2005,10,11,,,"collection of signatures campaign, petition",petitions,Others,others,anderes (Kultur- und Bildungsfragen),40,40,national,1,"Pétition (40000 signatures) contre la possibilité de désigner (berufen) un professeur pour assurer le remplacement d'un de leurs collègues absent au cas où aucun enseignant ne se porterait volontaire, inscrite dans la loi Fillon",old data set (CH 90-99),
F,3244,2005,4,26,,,"collection of signatures campaign, petition",petitions,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",,4.3000002,national,1,Pétition pour la revalorisation de l'échographe foetale par l'assurance signée par plus de trois quarts des responsables de centres pluridisciplinaires de diagnostic prénatal,old data set (CH 90-99),
F,1782,1997,7,15,,,"collection of signatures campaign, petition",petitions,Regionalist mobilization,others,Regionale Mobilisierung: für Zusammenlegung von Gefangenen,.37,.37,national,1,Des élus du Pays basque demandent dans une pétition (370 signatures) le rapprochement des détenus basques des prisons français,old data set (CH 90-99),
F,2280,1999,11,2,,,"collection of signatures campaign, petition",petitions,Environment,environment,anderes (allgm. Ziele der Umweltbewegung),98,98,national,1,Pétition (98000 signatures) contre la reouvertue pour les camions du Mont-Blanc,old data set (CH 90-99),
F,3268,2005,7,5,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,gegen Abschiebungs- bzw. Ausschaffungspraxis von abgewiesenen Asylbewerbern,,4.3000002,national,1,Un quartier de Chaumot se mobilise pour éviter l'expulsion d'une famillie congolaise de cinq enfants; pétition contre l'expulsion,old data set (CH 90-99),
F,2855,2002,10,29,,,"collection of signatures campaign, petition",petitions,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",19,19,national,1,Pétition (19000 signatures) pour la relaxe du dirigeant syndicalist local de la CGT,old data set (CH 90-99),
F,2892,2003,3,11,,,"collection of signatures campaign, petition",petitions,Others,others,other goals,5,5,national,1,Des milliers des sigantures pour le droit d'une mère de revoir sa fille en Egypte,old data set (CH 90-99),
F,1852,1997,12,9,,,"collection of signatures campaign, petition",petitions,Others,others,other goals,1.7,1.7,national,0,"Pétition (1700 signatures) pour s'opposer à une délibération qui devait être soumise au Conseil de Paris, afin de désigner de nouveaux ""fermiers"" qui gèrent les marchés forains en échange d'une redevance versée à la Ville de Paris",old data set (CH 90-99),
F,2972,2003,6,24,,,"collection of signatures campaign, petition",petitions,Farmers,economic (others),Bauernmobilisierung,127,127,national,1,Pétition (127000 signatures) demandant la grâce présidentielle pour José Bové,old data set (CH 90-99),
F,2380,2000,5,2,,,"collection of signatures campaign, petition",petitions,Solidarity internal (incl. anti-racism),immigration,für Gleichberechtigung von Ausländern,,4.3000002,national,1,Pétition pour le droit de vote des étrangers,old data set (CH 90-99),
F,2869,2002,12,10,,,"collection of signatures campaign, petition",petitions,Labor,welfare,gegen neoliberale Politik (ohne konkretere Zielangabe; im nationalen Rahmen),5,5,national,1,"Pétition (5000 signatures) des salariés de la banque Crédit lyonnais pour protester contre ""toute prise de contrôle de la banque"" (gegen Privatisierung)",old data set (CH 90-99),
F,1796,1997,9,9,,Sunday,"collection of signatures campaign, petition",petitions,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),,4.3000002,national,1,"Pétition (nombreux syndicalistes, universitaires et politiciens) contre la reprise des relations diplomatiques entre la France et l'Iran",old data set (CH 90-99),
F,2180,1999,3,30,,,"collection of signatures campaign, petition",petitions,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",2,2,national,0,Pétition (2000 signatures) pour protester contre la manque de moyens à l'hôpital à Bondy; le personnel poursuit une grève des soins non urgents,old data set (CH 90-99),
F,1606,1996,11,12,,,"collection of signatures campaign, petition",petitions,Other left,economic (others),Wohnen (exkl. Autonomenbewegung),6,6,regional,0,Pétition (6000 signatures) pour protester contre la hausse des impôts locaux,old data set (CH 90-99),
F,1471,1996,6,11,,,"collection of signatures campaign, petition",petitions,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),.25,.25,international,1,"Pétition (250 signatures) des personnalités français contre le ""silence et l'indifférence de l'Occident""",old data set (CH 90-99),
F,2186,1999,4,13,,Sunday,"collection of signatures campaign, petition",petitions,Peace,cultural liberalism,gegen Krieg in Land/Region X,,4.3000002,international,1,Mobilisation de la communauté serbe à Paris contre l'OTAN au Kosovo et pour une paix; ils font signer une pétition,old data set (CH 90-99),
F,2171,1999,3,23,,,"collection of signatures campaign, petition",petitions,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",3,3,regional,1,Pétition (3000 signatures) pour la sauvagarde d'un cabaret de jazz à Paris,old data set (CH 90-99),
F,2008,1998,6,23,,,"collection of signatures campaign, petition",petitions,Environment,environment,"gegen Gentechnologie, moralische Fragen von links",200,200,national,1,Pétition (200000 signatures) pour demander un moratoire pour l'utilisation commerciale des OGM en agriculture,old data set (CH 90-99),
F,1845,1997,11,25,,Sunday,"collection of signatures campaign, petition",petitions,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",5,5,local,1,Pétitions (pluseirs milliers de signatures) demandant une table ronde afin de définir un nouveau plan de circulation dans l'arrondissement,old data set (CH 90-99),
F,2989,2003,7,15,,,"collection of signatures campaign, petition",petitions,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",.65,.64999998,national,0,"Pétition (650 signatures d'artistes) demande ""la tenue d'une vaste réflexion sur le financement et la place de la culture en France",old data set (CH 90-99),
F,2226,1999,6,29,,,"collection of signatures campaign, petition",petitions,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",.15,.15000001,local,1,Pétition (150 signatures) qu'un espace pour la création actuelle au Palais de Tokyo à Parist soit confiée à un artiste et non à une personnalité venue des musées ou de la délégation aux arts plastiques,old data set (CH 90-99),
F,3305,2005,11,15,,,"collection of signatures campaign, petition",petitions,Other right,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",25,25,national,1,Dans le contexte des violences urbaine: Pétition de soutien au ministre de l'intérieure (Sarkozy; 25000 signatures),old data set (CH 90-99),
F,3297,2005,10,25,,Tuesday,"collection of signatures campaign, petition",petitions,Labor,welfare,gegen Abbau öffentlicher Dienstleistungen/Privatisierung (z.B. Poststellen-Abbau),100,100,national,1,Pétition (100000 signatures) contre la privatisation d'EDF (éléctricité de France),old data set (CH 90-99),
F,2394,2000,5,30,,,"collection of signatures campaign, petition",petitions,Right-wing extremism,immigration,Gegenmobilisierung (Solidaritätsbewegung),,4.3000002,national,0,Pétition contre le vote des étrangers non européens lancée par des conseillers régionals d'Ile-de-France,old data set (CH 90-99),
F,1763,1997,5,27,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),,.30000001,national,1,"Rassemblement devant le Palais de justice pour demander la libération d'un ancien ""Saint-Bernard"" (sans-papiers qui occupaient l'église Saint-Bernard) et contre la reconduite de deux Maliens",old data set (CH 90-99),
F,1815,1997,10,14,,Sunday,protest meeting,demonstrative,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),1,1,national,1,Rassemblement à Paris pour protester contre la remise en liberté de Maurice Papon: 1645 bougies allumées en hommages des 1645 déportés de la Région Bordeaux,old data set (CH 90-99),
F,3221,2005,3,1,,Saturday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.2,.2,national,1,"Rassemblement devant les prisons à Bapaume, Ensisheim et Lannemezan où sont détenus trois membres d'Action directe pour exiger leur libération condamnés pour l'assassinat du CEO de Renault",old data set (CH 90-99),
F,2941,2003,5,20,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.5,.5,national,1,Rassemblement à Strasbourg pour dénoncer le racisme et l'antisémitisme en France,old data set (CH 90-99),
F,2673,2001,12,18,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.2,.2,national,0,Rassemblement pour protester contre l'annulation d'une projection et les mouvements anti-juifes,old data set (CH 90-99),
F,2277,1999,10,26,,Saturday,protest meeting,demonstrative,Global justice mobilization,gjm,gegen wirtschaftliche Globalisierung [ohne konkretere Zielangabe],.3,.30000001,national,1,Mobilisation contre l'Organisation mondiale du commerce (OMC) à Aubervilliers,old data set (CH 90-99),
F,3074,2004,1,27,,Sunday,protest meeting,demonstrative,Regionalist mobilization,others,Gegenmobilisierung (regionale Mobilisierung),.4,.40000001,national,0,Rassemblement de protestation à Pieve contre les attentats en Corse,old data set (CH 90-99),
F,2537,2001,5,2,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),2,2,international,1,"Rassemblement pour dénoncer la violence en Kabylie et le ""pouvoir assasin"" d'Algérie",old data set (CH 90-99),
F,1182,1995,1,24,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),3,3,international,1,Rassemblement à Nantes pour protester contre la révocation de Mgr Gaillot,old data set (CH 90-99),
F,1178,1995,1,17,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),1,1,international,1,Rassemblement des catholiques à Lille pour manifester leur soutien à Mgr Gaillot; contre la révocation de Mgr Gaillot par le pape,old data set (CH 90-99),
F,2813,2002,7,16,,Sunday,protest meeting,demonstrative,Farmers,economic (others),Bauernmobilisierung,2,2,national,1,"Manifestation des partisans de José Bové devant la prison pour demander un ""halte à la répression du mouvement social et syndical""",old data set (CH 90-99),
F,1188,1995,1,24,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.5,.5,international,1,Rassemblement à Nancy pour protester contre la révocation de Mgr Gaillot,old data set (CH 90-99),
F,1817,1997,10,14,,Monday,protest meeting,demonstrative,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),.1,.1,national,0,Manifestation devant l'hôtel où est logé Maurice Papon pour protester contre sa remise en liberté,old data set (CH 90-99),
F,3102,2004,4,20,,Saturday,protest meeting,demonstrative,Others,others,Gefangenenproteste,.2,.2,national,0,"Manifestation devant le centre de détention de l'aéroport de Lille à l'appel du comité des sans-papiers du Nord pour protester contre le remplissage des centres de détention, où se trouvent beaucoup de sans-papiers",old data set (CH 90-99),
F,1207,1995,2,28,,Sunday,protest meeting,demonstrative,Environment,environment,für Tierschutz,.05,.050000001,national,1,Manifestation  des protecteurs des oiseaux contre le plomb de chasse (pour le retrait du métal des cartouches ),old data set (CH 90-99),
F,3163,2004,9,21,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.4,.40000001,national,1,Rassemblement à Corte pour protester contre les violences racistes dans la région (Corse),old data set (CH 90-99),
F,1472,1996,6,11,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),.1,.1,international,1,Rassemblement devant l'ambassade de Russie à Paris pour protester contre les massacres en Tchétchénie,old data set (CH 90-99),
F,2511,2001,2,27,,Saturday,protest meeting,demonstrative,Labor,economic (others),anderes (Arbeiterbewegung),.3,.30000001,national,1,"Rassemblement contre les conditions de travail chez McDondald's, Pizza Hut, Quick et Disney Land Paris",old data set (CH 90-99),
F,2169,1999,3,23,,Sunday,protest meeting,demonstrative,Environment,environment,gegen Umweltverschmutzung durch Landwirtschaft,5,5,national,0,"Dans le contexte de la Journée mondiale de l'eau: Rassemblement à Pontivy pour réclamer l'arrêt d'une agriculture intensive et polluante, au profit d'une agriculture ""durable""",old data set (CH 90-99),
F,2427,2000,9,16,,Sunday,protest meeting,demonstrative,Other left,economic (others),Wohnen (exkl. Autonomenbewegung),.5,.5,national,1,Plusieurs centaines de personnes se sont rassemeblées pour soutenier les 30 familles qui squattent un immeuble,old data set (CH 90-99),
F,1176,1995,1,17,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),5,5,international,1,Rassemblement des catholiques à Evreux pour manifester leur soutien à Mgr Gaillot; contre la révocation de Mgr Gaillot par le pape,old data set (CH 90-99),
F,1208,1995,2,28,,Wednesday,protest meeting,demonstrative,Foreigners internal,immigration,Jugendunruhen in Vorstädten,.05,.050000001,national,0,"Rassemblement des jeunes pour protester contre la mort d'un jeune voleur, qui voulait échapper au service d'ordre en sautant dans la Seine",old data set (CH 90-99),
F,3076,2004,2,3,,Sunday,protest meeting,demonstrative,Other left,economic (others),Wohnen (exkl. Autonomenbewegung),5,5,national,1,Rassemblement à Paris sur l'appel de l'abbé Pierre (fondateur d'Emmaüs) pour réclamer plus de logement sociaux,old data set (CH 90-99),
F,2337,2000,2,8,,Saturday,protest meeting,demonstrative,Other right,cultural (others),"internationale Solidarität von rechts (Antikommunismus, gegen linke Regime, für rechte Regime)",.2,.2,international,0,Rassemblement devant l'ambassade d'Autriche par des militants du MNR pour exprimer leur solidarité avec Haider,old data set (CH 90-99),
F,1543,1996,10,1,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,,.30000001,national,1,Rassemblement en Martinique pour protester contre Le Pen et le racisme,old data set (CH 90-99),
F,3067,2004,1,20,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.03,.029999999,regional,1,"Manifestation de plusieurs dizaines de manifestants de Ras l'Front contre la visite de Marine Le Pen à Argenteuil, où elle faisait campagne pour les élections régionales",old data set (CH 90-99),
F,2782,2002,5,7,,Saturday,protest meeting,demonstrative,Others,others,"Drogen-, Tabak- und Alkoholprobleme",.2,.2,national,0,Manifestation à l'occasion d'une journée mondiale du cannabis,old data set (CH 90-99),
F,1967,1998,4,7,,Sunday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.01,.0099999998,national,1,"Rassemblement sur le parvis de l'église Notre-Dame aux Andelys pour que ""la justive se fasse"" dans l'affaire du Père rwandais soupçonné d'avoir participer à des massacres Tutsis",old data set (CH 90-99),
F,1927,1998,3,10,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für Menschenrechte dort (inkl. Unterstützung politischer Gefangener),,.30000001,international,1,"Paris, plusieurs manifestations de soutien aux femmes algériennes et afghanes, victimes d'interdits religieux et de violence",old data set (CH 90-99),
F,2031,1998,9,29,,Tuesday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.1,.1,national,0,"Manifestation des opposants du FN pour dénoncer les ""inadmissibles prssions"" du Front national sur les juges",old data set (CH 90-99),
F,3157,2004,9,7,,,protest meeting,demonstrative,Regionalist mobilization,others,"regionale Emanzipation, Verteidigung regionaler Interessen",.015,.015,national,1,"De jeunes diplômés du Capes en Corse manifestent quotidiennement devant l'académie pour réclamer une ""corsisation des emplois sur l'île""; ils refusent d'être affectés hors de l'île",old data set (CH 90-99),
F,1612,1996,11,19,,Friday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.05,.050000001,local,1,"Manifestation pour la troisième fois devant une discothèque de Rungis, accusée de pratiquer une ""discrimination au faciès""",old data set (CH 90-99),
F,1610,1996,11,19,,,protest meeting,demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",.1,.1,local,0,Une centaine de manifestants envahissent la mairie d'Ormes pour protester contre la suppression de 512 emplois chez Alcatel,old data set (CH 90-99),
F,2392,2000,5,30,,Friday,protest meeting,demonstrative,Regionalist mobilization,others,"regionale Emanzipation, Verteidigung regionaler Interessen",,.30000001,national,1,Rassemblements danz treize localités du Pays basque français en faveur des prisonniers politiques basques,old data set (CH 90-99),
F,1223,1995,4,4,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,local,1,"Manifestation à Marseille pour protester contre la venue de Le Pen; organisé par le collectif Abrahim Ali, crée après le meurtre de ce jeune comorien par des militants du FN",old data set (CH 90-99),
F,1483,1996,6,18,,Sunday,protest meeting,demonstrative,Others,others,"Drogen-, Tabak- und Alkoholprobleme",.5,.5,national,1,"Le vingtième anniversaire de ""l'appel du 18 joint"" a été commémoré en mode virtuel parce qu'il a été prohibité par la police; plusieurs personnens s'asseyent en cercle autour d'un mégaphone à Paris",old data set (CH 90-99),
F,2273,1999,10,26,,Saturday,protest meeting,demonstrative,Global justice mobilization,gjm,gegen wirtschaftliche Globalisierung [ohne konkretere Zielangabe],.2,.2,national,1,Mobilisation contre l'Organisation mondiale du commerce (OMC) à Tulle,old data set (CH 90-99),
F,2210,1999,5,18,,Weekend,protest meeting,demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),.5,.5,national,1,"Rassemblement des lycéens à Paris à l'occasion de la campagne ""l'école contre la violence""",old data set (CH 90-99),
F,2651,2001,11,13,,Sunday,protest meeting,demonstrative,Others,others,other goals,1,1,national,0,"Rassemblements des ""sans-fenêtres""  à Toulouse pour protester contre le lenteur des travaux de réparations après l'explosion de l'usine AZF",old data set (CH 90-99),
F,2906,2003,4,8,,,protest meeting,demonstrative,Foreigners internal,immigration,Ausländermobilisierung: gegen Situation im Aufenthaltsland,.1,.1,national,0,Mouvement de protestation d'une centaine de Kurdes qui manifestent pour leur régularisation à Bordeaux,old data set (CH 90-99),
F,2274,1999,10,26,,Saturday,protest meeting,demonstrative,Global justice mobilization,gjm,gegen wirtschaftliche Globalisierung [ohne konkretere Zielangabe],.3,.30000001,national,1,Mobilisation contre l'Organisation mondiale du commerce (OMC) à Dijon,old data set (CH 90-99),
F,3103,2004,4,20,,Sunday,protest meeting,demonstrative,Regionalist mobilization,others,"regionale Emanzipation, Verteidigung regionaler Interessen",.1,.1,national,1,Rassemeblement des nationalistes à l'aéroport pour acceuillir Jean-Guy Talamoni,old data set (CH 90-99),
F,1987,1998,5,19,,,protest meeting,demonstrative,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",.5,.5,national,0,"Rassemblement ""pacifique de protestation contre l'accroissement démesuré des nuisances liées au trafic de l'aéroport"" à Toulouse",old data set (CH 90-99),
