country,year,source_string,articleid,title,date,page,rubric,description,event_day,place_new,trans_place,duration,form,part_high,part_low,part_number2,transpart,campaign,issue_new1,issue_new2,issue_new3,frame1_1,frame1_2,frame1_3,frame2_1,frame2_2,frame2_3,frame3_1,frame3_2,frame3_3,european_frame1,european_frame2,european_frame3,ad1_level,ad1_type,ad2_level,ad2_type,police,arrests,wounded,noorgs,org1_name,org1_type,org2_name,org2_type,org3_name,org3_type,org4_name,org4_type,org5_name,org5_type,org6_name,org6_type,org7_name,org7_type,comment,place_num,place_string,european_issue,european_frame,european_ad,european_theme,european_actor
D,2005,FR,Mehr als 1000 Menschen_29.03.2005_15,Mehr als 1000 Menschen,29 Mar 05,15,keine Angabe,"osterdemonstration am Samstag in Erbach gegen Irak-Krieg, EU-Verfassung und Rüstungsexportbericht der BR",Saturday,D: Erbach,0,1,"demonstration, protest march",100,,100,0,national campaign,Peace/foreign affairs,EU integration (general),Peace/foreign affairs,,,,c3 multiculturalist-universalist,c3 multiculturalist-universalist,e1 labour & social security,,,,,0,,,Unclear,,,0,0,0,0,,,,,,,,,,,,,,,,,,1,,0,1,0
D,1999,FR,Die Kuh auf dem_27.02.1999_2,Die Kuh auf dem,27 Feb 99,2,NAC,Demonstration der Bauern bei Treffen der EU-Staats- und Regierungschefs über das Reformprojekt Agenda 2000,Friday,D: Bonn,0,1,"demonstration, protest march",,,1000,0,national campaign,Agriculture,,,,,,,,,,,,,,,European,European Council,,,0,0,0,1,Deutscher Bauernverband (DBV),national interest association,,,,,,,,,,,,,,,,1,,1,1,0
D,1997,FR,"""20 Millionen Arbeitslose sind_21.05.1997_20","""20 Millionen Arbeitslose sind",21 May 97,20,R Region/LOK,"Im Rahmen des Euromarsches gegen Erwerbslosigkeit etc. kam es vor der Eurobank zu einer Demonstration mit der Forderung: ""soziale Grundrechte"" als Konvergenzkriterium für den Euo",Wednesday,D: Frankfurt am Main,0,1,"demonstration, protest march",,,1000,0,European campaign,Social/labor,,,e1 labour & social security,e1 labour & social security,c3 multiculturalist-universalist,,,,,,,0,,,European,European Central Bank,,,0,0,0,5,hessische Gewerbsloseninitiativen,"subnational social movement organisation, initiative, network",hessischer DGB,subnational union ,katholische Kirche,subnational church organisation ,evangelische Kirche Hessen,subnational church organisation ,Frankfurter Arbeitslosenzentrum,"subnational social movement organisation, initiative, network",,,,,,,,1,0,1,1,1
D,2002,,Den EU-Staatschefs zeigt sich_15.03.2002_2,Den EU-Staatschefs zeigt sich,15 Mar 02,2,,"Am Donnerstag folgten zehntausende Demonstranten dem Aufruf der  Gewerkschaften, sie protestierten friedlich gegen die Aufweichung des  Kündigungsschutzes und forderten Vollbeschäftigung.",Thursday,ES: Barcelona,1,1,"demonstration, protest march",50000,,50000,1,national campaign,Social/labor,Social/labor,,,,,,,,,,,,,,European,Council of Ministers,,,1,0,0,5,,national trade union ,,,,,,,,,,,,,,998,ES: Barcelona,1,,1,1,1
D,2002,,Gipfel-Gegner wünschen sich ein_18.03.2002_2,Gipfel-Gegner wünschen sich ein,18 Mar 02,2,,"Sie wollen ein anderes Europa, und  sie sind viele. Eine halbe Million Menschen demonstrierten nach dem Gipfel  gegen die offizielle Politik der Europäischen Union.",Unknown,ES: Barcelona,1,1,"demonstration, protest march",500000,,500000,1,national campaign,Social/labor,Market/liberalization,EU integration (general),,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,0,,,,,,,,,,,,,,,,998,ES: Barcelona,1,,1,1,1
D,1997,FR,Beschäftigungspolitik spaltet EU. Finanzminister_16.06.1997_1,Beschäftigungspolitik spaltet EU. Finanzminister,16 Jun 97,1,R Region/NAC,"Demonstration bei EU-Gipfel in Amsterdam für soziales Europa und gegen Arbeitslosigkeit, verbunden mit der Aufforderung nach einer Politik, die Arbeitsplätze schafft; Ankuft der Euromärsche",Monday,Europa,1,56,"demonstration, protest march",500,,500,1,European campaign,Social/labor,,,e1 labour & social security,e1 labour & social security,c3 multiculturalist-universalist,,,,,,,0,,,European,European Council,,,0,0,0,5,Europäisches Netzwerk gegen Arbeitslosigkeit (ENU),transnational interest association,polnische Gewerkschafter,national trade union ,französische Gewerkschafter,national trade union ,DGB Hessen,subnational union ,DGB Lokal- und Regionalverbände,national interest association,,,,,,,,1,0,1,1,1
D,1997,FR,Beschäftigungspolitik spaltet EU. Finanzminister_16.06.1997_1,Beschäftigungspolitik spaltet EU. Finanzminister,16 Jun 97,1,R Region/NAC,"Demonstration bei EU-Gipfel in Amsterdam für soziales Europa und gegen Arbeitslosigkeit, verbunden mit der Aufforderung nach einer Politik, die Arbeitsplätze schafft; Ankuft der Euromärsche",Saturday,NL: Amsterdam,1,1,"demonstration, protest march",50000,30000,40000,1,European campaign,Social/labor,,,e1 labour & social security,e1 labour & social security,c3 multiculturalist-universalist,,,,,,,0,,,European,European Council,,,0,1,0,3,Europäisches Netzwerk gegen Arbeitslosigkeit (ENU),transnational interest association,Arbeitsloseninitiativen,"national social movement organisation, initiative, network",Gewerkschaften,national trade union ,,,,,,,,,,,,1,0,1,1,1
D,1997,FR,Kinder protestieren gegen die_10.03.1997_5,Kinder protestieren gegen die,10 Mar 97,5,"LR Lokalrundschau, Ausgabe: Offenbach/Groß-Gerau/LOK",Protestmarsch mit Schlusskundgebung in Rüsselsheim gegen verschärfte Visum-Bestimmungen und Pflicht einer Aufenthaltsgenehmigung für Kinder und Jugendliche aus nicht EU-Staaten,Friday,D: Rüsselsheim,0,1,"demonstration, protest march",2000,,2000,0,no campaign,Immigration,Immigration,,c3 multiculturalist-universalist,,,ou5 other utilitarian,c3 multiculturalist-universalist,,,,,0,0,,subnational,National state actor,,,0,0,0,10,lokale Ausländervereine,"subnational social movement organisation, initiative, network",Stadtverband ausländerischer Vereinigungen,"subnational social movement organisation, initiative, network",SPD,subnational party  ,Bündnis 90/Die Grünen,subnational party  ,Rüsselsheimer Ausländerbeirat,"subnational social movement organisation, initiative, network",politische Gruppierungen,Unknown,,,,,,1,0,0,1,0
D,2003,FR,Demonstration. An die Befreiung_27.01.2003_26,Demonstration. An die Befreiung,27 Jan 03,26,R Region,Demonstration in Köppern um an die Befreiung von Auschwitz zu erinnern und gegen den Polizeistaat EU sowie gegen rechts zu demonstrieren,Saturday,D: Köppern,0,1,"demonstration, protest march",60,,60,0,no campaign,Immigration,Human rights or so,,c3 multiculturalist-universalist,,,c3 multiculturalist-universalist,,,,,,0,0,,national,Public as a whole,,,0,0,0,4,Antifaschistische Aktion Hochtaunus,"subnational social movement organisation, initiative, network",SDAJ,national interest association,DKP,national party ,Asylarbeitskreis Friedrichsdorf,"subnational social movement organisation, initiative, network",,,,,,,"Issue: ""gegen den Polizeistaat EU""",,,1,0,0,1,0
D,2001,FR,BSE droht viele Jobs_19.01.2001_12,BSE droht viele Jobs,19 Jan 01,12,WIR Wirtschaft,"Demonstration in Berlin, bei der schärfere Kontrollen und EU-weites Verbot der Tiermehlverfütterung gefordert wird sowie eine Wende in der Agrarpolitik und Ausgleichszahlungen für von Erwerbslosigkeit bedrohte Beschäftigte",Thursday,D: Berlin,0,1,"demonstration, protest march",1000,,1000,0,no campaign,Agriculture,Agriculture,Agriculture,e1 labour & social security,e1 labour & social security,ou5 other utilitarian,e1 labour & social security,,,e1 labour & social security,e1 labour & social security,ou5 other utilitarian,0,0,0,national,National state actor,,,0,0,0,2,Gewerkschaft Nahrung Genuss Gaststätten (NGG),national trade union ,Gewerkschaft Bauen-Agrar-Umwelt (IG Bau),national trade union ,,,,,,,,,,,,,,1,0,0,1,0
D,1997,FR,"Nachrichten-Börse.""Marsch für_17.03.1997_12","Nachrichten-Börse.""Marsch für",17 Mar 97,12,WIR,Großdemonstration in Brüssel für Erhaltung von Arbeitsplätzen und soziales Europa,Monday,BE: Brüssel,1,1,"demonstration, protest march",100000,50000,75000,1,no campaign,Social/labor,Social/labor,,c3 multiculturalist-universalist,,,c3 multiculturalist-universalist,,,,,,0,0,,third country,Economic actor,,,0,0,0,4,FGTB (Belgien),national trade union ,CSC (Belgien),national trade union ,CGSLB (Belgien),national trade union ,Parti Socialiste (Frankreich),national party ,,,,,,,,,,1,0,0,1,1
D,2005,FR,Attac. Zum Bush-Besuch Demonstration_17.01.2005_31,Attac. Zum Bush-Besuch Demonstration,17 Jan 05,31,R Region,Rüsselsheimer Ortsgruppe von Attac will sich an Demonstration bei Bush-Besuch in Mainz gegen Irakkrieg und Militarisierung der europäischen Außenpolitik beteiligen,Wednesday,D: Mainz,0,1,"demonstration, protest march",,,1000,0,no campaign,Peace/foreign affairs,Peace/foreign affairs,Environment/animal,c3 multiculturalist-universalist,e2 economic prosperity/liberalism,,,,,,,,0,,,third country,National state actor,European,EU in general,0,0,0,5,Attac Rüsselsheim und Umgebung,"subnational social movement organisation, initiative, network",Kassler Friedensinitiativen,"subnational social movement organisation, initiative, network",Gießener Friedensinitiativen,"subnational social movement organisation, initiative, network",,,,,,,,,,,,1,0,1,1,0
D,2004,FR,sechs Fragen an hans_08.04.2004_36,sechs Fragen an hans,08 Apr 04,36,S Stadt,"Ostermarsch in Frankfurt findet unter dem Motto ""Abrüstung statt Sozialabbau"" statt, der auch die Aufrüstung als EU-Verfassungsziel kritisiert",Monday,D: Frankfurt am Main,0,1,"demonstration, protest march",3000,,3000,0,national campaign,Peace/foreign affairs,Transport,Peace/foreign affairs,e1 labour & social security,,,,,,c3 multiculturalist-universalist,ou1 political efficiency & efficacy,,0,,0,subnational,National state actor,,,0,0,0,5,Frankfurter Bündnis gegen Krieg,"subnational social movement organisation, initiative, network",Gewerkschaften,national trade union ,,,,,,,,,,,,,,1,0,0,1,0
D,2008,FR,Hoch die europäische Solidarität_07.04.2008_13,Hoch die europäische Solidarität,07 Apr 08,13,S Stadt,"EGB hat zu Demonstration in Slowenien, wo ein informelles Treffen der EU-Finanzminister stattfindet, zu einer Demonstration für höhere Löhne und angemessene Beteiligung der Arbeiter/Angestellen am Wirtschaftswachstum aufgerufen",Saturday,SI: Ljubljana,1,1,"demonstration, protest march",35000,10000,22500,1,no campaign,Social/labor,,,e1 labour & social security,e1 labour & social security,e2 economic prosperity/liberalism,,,,,,,1,,,European,Council of Ministers,European,European Court of Justice,0,0,0,10,Europäischer Gewerkschafsbund (EGB),transnational union,Deutscher Gewerkschaftsbund (DGB),national trade union ,Transnet,national interest association,Gewerkschafter aus 28 Ländern/andere europäische Gewerkschaften,national trade union ,,,,,,,,,,1,1,1,1,1
D,2004,FR,DGB fordert europäisches Sozialmodell_03.05.2004_25,DGB fordert europäisches Sozialmodell,03 May 04,25,keine Angabe,Mai-Kundgebung in Frankfurt für europäisches Sozialmodell/soziales Europa,Saturday,D: Frankfurt am Main,0,1,"demonstration, protest march",6000,3000,4500,0,national campaign,Social/labor,Market/liberalization,Transport,e1 labour & social security,e1 labour & social security,ou5 other utilitarian,e1 labour & social security,e2 economic prosperity/liberalism,,ou5 other utilitarian,ou5 other utilitarian,e1 labour & social security,1,0,0,subnational,National state actor,national,Economic actor,0,0,0,3,DGB Hessen,subnational union ,DGB Frankfurt/Rhein-Main,subnational union ,DGB Hessen und Thüringen,subnational union ,,,,,,,,,,,,1,1,0,1,0
D,2005,FR,Nein zur EU-Verfassung. Ostermarschierer_29.03.2005_1,Nein zur EU-Verfassung. Ostermarschierer,29 Mar 05,1,S Stadt/NACTITEL Nachrichten (Titelseite),"Ostermarschierer in 65 deutschen Städten kritisieren Irak-Politik der USA, lehen EU-Verfassung ab und sprachen sich gegen Sozialabbau aus",Unknown,D: Deutschland (gesamt),0,,"demonstration, protest march",30000,,30000,0,national campaign,Peace/foreign affairs,EU integration (general),Transport,,,,c3 multiculturalist-universalist,,,,,,,0,,national,National state actor,,,0,0,0,5,mehrere Gruppen,Unknown,Bonner Netzwerk Friedenskooperative,"subnational social movement organisation, initiative, network",,,,,,,,,,,,,,1,,0,1,0
D,1999,FR,"""Antikriegstag ist aktueller denn_01.09.1999_7","""Antikriegstag ist aktueller denn",01 Sep 99,7,NAC,Demonstrationen am Antikriegstag gegen Militarisierung der dt. Außenpolitik und gegen militärische Interventionen sowie eine drohende Militarisierung der EU,Wednesday,D: Deutschland (gesamt),0,1,"demonstration, protest march",,,1000,0,national campaign,Peace/foreign affairs,Peace/foreign affairs,Peace/foreign affairs,ou1 political efficiency & efficacy,c3 multiculturalist-universalist,c3 multiculturalist-universalist,,,,,,,0,,,national,National state actor,,,0,0,0,5,Netzwerk Friedenskooperative,"national social movement organisation, initiative, network",verschiedenste/zahlreiche Friedensgruppen,"national social movement organisation, initiative, network",,,,,,,,,,,,,,1,0,0,1,0
D,1999,FR,Die Bauern drohen mit_13.08.1999_27,Die Bauern drohen mit,13 Aug 99,27,HES,Bauern demonstrieren mit 20 Traktoren in Hanau gegen Sparbeschlüsse von BR und Brüssel,Thursday,D: Hanau,0,1,"demonstration, protest march",20,,20,0,national campaign,Agriculture,Agriculture,,e1 labour & social security,e2 economic prosperity/liberalism,ou5 other utilitarian,e1 labour & social security,e1 labour & social security,,,,,1,0,,national,National state actor,European,EU in general,0,0,0,1,Hessischer Bauernverband,subnational interes association ,,,,,,,,,,,,,,,,1,1,1,1,0
D,2004,FR,Interview. Entscheidung. Am 3._25.03.2004_40,Interview. Entscheidung. Am 3.,25 Mar 04,40,keine Angabe,"Ankündigtes Ereignis zu europaweiten Demonstrationen, die u.a. durch die EU-Erweiterung soziale Einschnitte befürchten, sowie ein Europa fordern, dass nicht nur wirtschaftlichen Interessen genügt",Saturday,D: Frankfurt am Main,0,1,"demonstration, protest march",,,1000,0,European campaign,Social/labor,Social/labor,Social/labor,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,e1 labour & social security,,,,e2 economic prosperity/liberalism,e1 labour & social security,,1,,0,national,National state actor,European,National state actor,0,0,0,1,DGB,national trade union ,,,,,,,,,,,,,"Dieses Ereignis hat lediglich in der Ankündigung europäische Issues. In den Artikeln über das Ereignis selbst, sind es eher nationale Themen, die in den einzelnen EU-Staaten aber wichtig sind.",,,1,1,1,1,1
D,1999,FR,Kundgebung. Marschierer gegen die_20.05.1999_34,Kundgebung. Marschierer gegen die,20 May 99,34,R Region/REG,"Arbeitslosen-Initiativen aus Süddeutschland, Frankreich und Italien werden am Pfingstwochenende in Wiesbaden erwartet. Sie sind Teilnehmer der europäischen Märsche gegen Erwerbslosigkeit und wollen der neoliberalen Politik der EU eine soziale B",Still ongoing,Europa,1,14,"demonstration, protest march",,,1000,1,European campaign,Social/labor,Social/labor,Market/liberalization,,,,,,,,,,,,,European,EU in general,,,0,0,0,1,"Bündnis ""Europäische Märsche gegen Erwerbslosigkeit, ungeschützte Beschäftigung , Rassismus und Ausgrenzung""","transnational social movement organisation, initiative, network",Arbeitsloseninitiativen (Deutschland),"national social movement organisation, initiative, network",Arbeitsloseninitiativen (Frankreich),"national social movement organisation, initiative, network",Arbeitsloseninitiativen Italien,"subnational social movement organisation, initiative, network",,,,,,,,,,1,,1,1,1
D,1998,FR,"Von ""Wirrköpfen"" und ""Demokraten""_30.03.1998_1","Von ""Wirrköpfen"" und ""Demokraten""",30 Mar 98,1,NAC,Gegendemonstration der Antifaschistischen Aktion gegen die Demonstration des Bundes Freier Bürger,Saturday,D: Frankfurt am Main,0,1,"demonstration, protest march",,,1000,0,no campaign,Market/liberalization,Immigration,,c3 multiculturalist-universalist,,,c3 multiculturalist-universalist,,,,,,0,0,,national,Other non-state actor,,,1,1,0,1,Antifaschistische Aktion,"national social movement organisation, initiative, network",,,,,,,,,,,,,,,,1,0,0,1,0
D,1997,FR,"Die Stadt, in der_13.06.1997_6","Die Stadt, in der",13 Jun 97,6,PEU,"10000 Motorradfreund wollen mit ""Umzingelung"" Amsterdams gegen die Verschärfung der EU-Lärmschutzbedingungen protestieren",Unknown,NL: Amsterdam,1,2,"demonstration, protest march",10000,,10000,1,national campaign,Environment/animal,,,ou5 other utilitarian,,,,,,,,,0,,,European,European Council,,,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,1,1,1
D,1997,FR,Bunte Umhänge gegen die Tristesse_21.11.1997_3,Bunte Umhänge gegen die Tristesse,21 Nov 97,3,POL,Gewerkschafter aus ganz Europa protestieren bei EU-Beschäftigungsgipfel der Regierungschefs in Luxemburg gegen Arbeitslosigkeit und für eine europäische Lösung,Thursday,LU: Luxemburg,1,1,"demonstration, protest march",35000,25000,30000,1,no campaign,Social/labor,Social/labor,Market/liberalization,e1 labour & social security,e1 labour & social security,e1 labour & social security,e1 labour & social security,e1 labour & social security,e1 labour & social security,e1 labour & social security,,,0,0,0,European,European Council,,,0,0,0,7,Europäischer Gewerkschaftsbund (EGB),transnational union,IG Metall,national trade union ,ÖTV,national trade union ,Deutscher Gewerkschaftsbund (DGB),national trade union ,DGB Kreis Frankfurt,subnational union ,Wiesbadener Bündnis gegen den sozialen Kahlschlag,"subnational social movement organisation, initiative, network",Deutsche Angestellten Gewerkschaft (DAG),national trade union ,,,,1,0,1,1,1
D,2005,FR,Zucker. Bauern demonstrieren gegen _16.07.2005_38,Zucker. Bauern demonstrieren gegen,16 Jul 05,38,R Region,Zuckerrübenbauern protestieren in Frankfurt gegen EU-Plan Garantiepreis zu senken. Es spricht der hessischer Bauernpräsident,Friday,D: Frankfurt am Main,0,1,"demonstration, protest march",,,1000,0,national campaign,Agriculture,,,e1 labour & social security,e1 labour & social security,e1 labour & social security,,,,,,,0,,,European,European Commission,European,EU in general,0,0,0,2,Deutscher Bauernverband,"national social movement organisation, initiative, network",Hessischer Bauernverband,subnational interes association ,,,,,,,,,,,,,,1,0,1,1,0
D,2002,FR,"""Kein Spartentarifvertag!"" Ver.di Main-Kinzig_25.02.2002_6","""Kein Spartentarifvertag!"" Ver.di Main-Kinzig",25 Feb 02,6,"LR Lokalrundschau, Ausgabe: Wetterau-Kreis/Mainkinzig; Lokalrundschau 3 - Mainkinzigkreis",Verdi Bezirk Hanau/Main-Kinzig ruft zu Demonstration für bessere Arbeitsbedingungen und Umsetzung des Urteils des EuGH auf,Tuesday,D: Maintal-Dörnigheim,0,1,"demonstration, protest march",,,1000,0,no campaign,Social/labor,Social/labor,,ou1 political efficiency & efficacy,e1 labour & social security,,,,,,,,1,,,national,Economic actor,,,0,0,0,1,Verdi Hanau/Main-Kinzig,subnational union ,,,,,,,,,,,,,,,,0,1,0,1,0
D,1999,FR,Die Bauern drohen mit_13.08.1999_27,Die Bauern drohen mit,13 Aug 99,27,HES,Bauern demonstrieren mit 90 Traktoren in Groß-Gerau gegen Sparbschlüssel von BR und Brüssel,Thursday,D: Groß-Gerau,0,1,"demonstration, protest march",90,,90,0,national campaign,Agriculture,Agriculture,,e1 labour & social security,e2 economic prosperity/liberalism,ou5 other utilitarian,e1 labour & social security,e1 labour & social security,,,,,1,0,,national,National state actor,European,EU in general,0,0,0,1,Hessischer Bauernverband,subnational interes association ,,,,,,,,,,,,,,,,1,1,1,1,0
D,2002,FR,Auf den Barrikaden. In_23.11.2002_7,Auf den Barrikaden. In,23 Nov 02,7,keine Angabe,"Stadtwerker aus NRW protestieren in Berlin gegen EU-Maßnahmen wegen Emissionshandel, da sie um Arbeitsplätze in der Energiebranche fürchten",Unknown,D: Berlin,0,1,"demonstration, protest march",5000,,5000,0,no campaign,Environment/animal,,,e1 labour & social security,,,,,,,,,0,,,national,National state actor,,,0,0,0,0,,,,,,,,,,,,,,,Deutschland brauche keinen Emissionshandel,,,1,0,0,1,0
D,2003,FR,In Kürze. Neonazi-Demos geplant_09.12.2003_4,In Kürze. Neonazi-Demos geplant,09 Dec 03,4,S Stadt,Demos in Cottbus und Hoyerswerda sind für Samstag von der restsextremistischen Szene gegen die EU-Osterweiterung geplant/angemeldet,Saturday,D: Hoyerswerda,0,1,"demonstration, protest march",,,1000,0,national campaign,EU integration (general),,,,,,,,,,,,,,,,Unclear,,,0,0,0,0,,,,,,,,,,,,,,,,,,1,,0,1,0
D,2000,FR,Transportgewerbe. ÖTV will für_30.09.2000_7,Transportgewerbe. ÖTV will für,30 Sep 00,7,POL,"ÖTV ruft zu Protesten für bessere Arbeitsbedingungen und kürzere Laufzeiten für Güter- und Personenverkehrt auf und fordert von EU-Verkehrsministern, Richtilinien-Entwurf der EP anzunehmen",Monday,D: Deutschland (gesamt),0,1,"demonstration, protest march",,,1000,0,European campaign,Social/labor,Social/labor,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,1,ÖTV,national trade union ,,,,,,,,,,,,,,,,1,,1,1,1
D,1999,FR,"Und er plauderte, als_03.05.1999_3","Und er plauderte, als",03 May 99,3,POL,"Kundgbung zum 1. Mai, bei der Lafontaine spricht und von der EU Verantwortung mahnt gegenüber den US-Administration an sowie für friedliche Lösungen in Kosovo, Jugoslawien etc. fordert",Saturday,D: Saarbrücken,0,1,"demonstration, protest march",12000,5000,8500,0,no campaign,Peace/foreign affairs,Peace/foreign affairs,Social/labor,ou5 other utilitarian,ou5 other utilitarian,c3 multiculturalist-universalist,ou1 political efficiency & efficacy,c3 multiculturalist-universalist,,e2 economic prosperity/liberalism,,,0,0,0,European,EU in general,international,National state actor,0,0,0,5,Polizeigewerkschaft,national trade union ,IG Metall,national trade union ,SPD,subnational party  ,CDU,subnational party  ,DGB Saar,subnational union ,,,,,,,,0,0,1,0,0
D,2002,,Den EU-Staatschefs zeigt sich_15.03.2002_2,Den EU-Staatschefs zeigt sich,15 Mar 02,2,," Die größte und brisanteste  Kundgebung findet freilich erst am Samstag statt, wenn sich nach dem EU-Gipfel  die Globalisierungskritiker formieren.",Saturday,ES: Barcelona,1,1,"demonstration, protest march",,,1000,1,national campaign,Market/liberalization,,,,,,,,,,,,,,,European,Council of Ministers,,,1,0,0,0,,,,,,,,,,,,,,,,998,ES: Barcelona,0,,1,0,1
D,2000,FR,Öl-Preise. Bauern demonstrieren_29.09.2000_35,Öl-Preise. Bauern demonstrieren,29 Sep 00,35,HES,"Bauern wollen gegen hohe Spritpreise demonstrieren und weisen in Resolution auf ""dramatische Wettbewerbsverzerrungen innerhalb der EU hin""",Friday,D: Hessen,0,1,"demonstration, protest march",60,,60,0,no campaign,Market/liberalization,,,e2 economic prosperity/liberalism,,,,,,,,,1,,,subnational,National state actor,,,0,0,0,1,Kreisbauernverband Gießen/Wetzlar,subnational interes association ,,,,,,,,,,,,,,,,0,1,0,1,0
D,2009,FR,Kein Titel. Wenn es_14.09.2009_4,Kein Titel. Wenn es,14 Sep 09,4,Politik,"Küstenfischer organisieren Sternfahrt zum Deutschen Fischereitag nach Bremerhaven um gegen die Auflagen, die ihnen v.a. aus Brüssel aufgelegt werden, zu protestiren",Unknown,D: Bremerhaven,0,,"demonstration, protest march",,,1000,0,no campaign,Agriculture,,,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,ou5 other utilitarian,,,,,,,0,,,,Unclear,,,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,1,0
D,2009,FR,Seitenhieb aus Brüssel_06.10.2009_21,Seitenhieb aus Brüssel,06 Oct 09,21,Wirtschaft,Bauern protestieren in Brüssel im Zusammenhang mit einer Sitzung der EU-Agrarminister gegen Preismisere,Monday,BE: Brüssel,1,1,"demonstration, protest march",1000,,1000,1,no campaign,Agriculture,Agriculture,,ou1 political efficiency & efficacy,,,,,,,,,0,,,European,Council of Ministers,national,National state actor,0,0,0,2,Bundesverband Deutscher Milchviehhalter (BDM),national interest association,Deutscher Bauernverband,national interest association,,,,,,,,,,,,,,1,0,1,1,1
D,2009,FR,Vorschuss für die Milch_18.04.2009_19,Vorschuss für die Milch,18 Apr 09,19,keine Angabe,BDM kündigt für den 29. April europaweite Demos an. Thema u.a.: Problem der Überproduktion,Wednesday,Europa,1,1,"demonstration, protest march",,,1000,0,European campaign,Agriculture,,,e1 labour & social security,ou5 other utilitarian,,,,,,,,1,,,European,EU in general,,,0,0,0,1,Bundesverband Deutscher Milchviehhalter (BDM),national interest association,,,,,,,,,,,,,,,,1,1,1,1,1
D,1998,FR,Bürgerinitiative. Montags-Demonstrationen gegen den_02.03.1998_19,Bürgerinitiative. Montags-Demonstrationen gegen den,02 Mar 98,19,HES,"Demonstrationen gegen den Euro sind immer montags, zunächst in Kassel gegen die Einführung des Euro geplant",Monday,D: Kassel,0,1,"demonstration, protest march",,,1000,0,no campaign,Market/liberalization,,,,,,,,,,,,,,,national,National state actor,,,0,0,0,1,Bürgerinitiative Kassel gegen den Euro 99,"subnational social movement organisation, initiative, network",,,,,,,,,,,,,,,,1,,0,1,0
D,2010,FR,Vom Taunus nach Afghanistan_10.05.2010_R 14,Vom Taunus nach Afghanistan,10 May 10,R 14,Region Nord-West,Demonstration von Köppern zu Bundeswehrdepot in Wehrheim. Bei der darauf folgenden Kundgebung wurde u.a. die EU aufgefordert wird eine christliche Antwort auf die in Spanien und Italien landenden Bootsflüchtlinge zu geben,Saturday,D: Köppern,0,1,"demonstration, protest march",,,1000,0,national campaign,Peace/foreign affairs,Peace/foreign affairs,Immigration,,,,ou5 other utilitarian,,,c3 multiculturalist-universalist,,,,0,0,national,National state actor,European,EU in general,0,0,0,0,,,,,,,,,,,,,,,,,,1,,1,1,0
D,2006,FR,Rote Ballons für die_13.02.2006_4,Rote Ballons für die,13 Feb 06,4,S Stadt/NAC Nachrichten,Mehr als 30000 demonstrieren in Berlin gegen die EU-Dienstleistungsrichtlinie,Saturday,D: Berlin,0,1,"demonstration, protest march",30000,,30000,0,no campaign,Market/liberalization,,,e1 labour & social security,e1 labour & social security,e2 economic prosperity/liberalism,,,,,,,1,,,European,European Parliament,European,European Commission,0,0,0,10,Deutscher Gewerkschaftsbund (DGB),national trade union ,SPD,national party ,Attac,"national social movement organisation, initiative, network",IG Bau,national trade union ,Gewerkschaft Erziehung und Wissenschaft,national trade union ,DGB Hessen,subnational union ,Verbraucher- und Handwerksverbände,national interest association,,,,1,1,1,1,0
D,2009,FR,Milchstreik light. Ausgelöst durch_16.09.2009_17,Milchstreik light. Ausgelöst durch,16 Sep 09,17,Wirtschaft,Milchbauern planen Protestaktionen und bei Tagung der deutschen Agrarminister in Eisleben um gegen Milchpreise zu demonstrieren,Thursday,D: Eisleben,0,,"demonstration, protest march",,,1000,0,European campaign,Agriculture,,,e1 labour & social security,,,,,,,,,0,,,national,National state actor,European,EU in general,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,1,1,1
D,1998,FR,"Von ""Wirrköpfen"" und ""Demokraten""_30.03.1998_1","Von ""Wirrköpfen"" und ""Demokraten""",30 Mar 98,1,NAC,Bund Freier Bürger demonstriert mit 1000 Anhängern gegen den Euro und für gegen Ausländer,Saturday,D: Frankfurt am Main,0,1,"demonstration, protest march",1000,,1000,0,no campaign,Market/liberalization,Immigration,,c1 nationalistic-ethnic,c1 nationalistic-ethnic,c1 nationalistic-ethnic,c1 nationalistic-ethnic,,,,,,0,0,,European,EU in general,national,National state actor,0,0,0,2,Bund Freier Bürger (BFB),"national social movement organisation, initiative, network",Bund Freier Bürger (BFB) Hessen,"subnational social movement organisation, initiative, network",,,,,,,,,,,,,,1,0,1,1,0
D,1999,FR,Die Bauern drohen mit_13.08.1999_27,Die Bauern drohen mit,13 Aug 99,27,HES,Bauern demonstrieren in ganz Hessen gegen die Sparbeschlüsse von BR und Brüssel,Thursday,D: Hessen,0,1,"demonstration, protest march",,,1000,0,national campaign,Agriculture,Agriculture,,e1 labour & social security,e2 economic prosperity/liberalism,ou5 other utilitarian,e1 labour & social security,e1 labour & social security,,,,,1,0,,national,National state actor,European,EU in general,0,0,0,2,Hessischer Bauernverband,subnational interes association ,Wetterauer Bauernverband,"subnational social movement organisation, initiative, network",,,,,,,,,,,,,,1,1,1,1,0
